procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 15861228 1072992 6292728    0    0     0 95576 29623 21169 14  3 83  0  0  0
 3  0      0 15946284 1072992 6322216    0    0     0 20068 28948 30415 12  3 85  0  0  0
 2  0      0 15978656 1073012 6328132    0    0     0  8596 18481 8032 10  2 88  0  0  0
 0  0      0 15946236 1073172 6345040    0    0     0 50580 32254 34911  3  3 94  1  0  0
 1  0      0 15925400 1073180 6381664    0    0     0 14020 33775 57193  2  2 96  0  0  0
 0  0      0 15916332 1073180 6402952    0    0     0  7500 20421 32544  1  1 98  0  0  0
 1  0      0 15865632 1073180 6396528    0    0     0 36900 11584 14563  4  1 95  0  0  0
 2  0      0 15872424 1073184 6377612    0    0     0 16448 7210 2582  5  1 94  0  0  0
 1  0      0 15823668 1073212 6377920    0    0     0  1092 6906 3486  5  1 95  0  0  0
 1  0      0 15860940 1073868 6384000    0    0     0 14020 16577 10518  4  2 94  1  0  0
 4  0      0 15807608 1075000 6397672    0    0     0 19320 24859 12937 13  3 84  1  0  0
 6  0      0 15617416 1075004 6403404    0    0     0  9516 22578 7071 23  3 75  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 15504656 1075004 6410152    0    0     0 11720 20927 6300 23  3 74  0  0  0
 6  0      0 15475800 1075004 6413952    0    0     0  8632 21314 5881 23  2 75  0  0  0
 6  0      0 15421268 1075004 6420836    0    0     0 11996 22902 6802 23  3 74  0  0  0
 6  0      0 15574580 1075008 6427508    0    0     0 15208 21553 6280 23  3 75  0  0  0
 6  0      0 15586760 1075012 6433876    0    0     0 12644 21984 5891 23  3 74  0  0  0
 4  0      0 15669140 1075056 6439948    0    0     0 10388 23164 6809 16  3 81  0  0  0
 1  1      0 15809424 1075384 6406404    0    0    64 74175 32038 29296  6  3 89  2  0  0
 0  1      0 15854624 1075736 6368636    0    0    64 16317 21477 29223  1  1 92  6  0  0
 0  1      0 15876000 1075896 6368676    0    0     0  3794 10283 15564  0  0 96  3  0  0
 0  1      0 15876912 1076120 6368732    0    0     0  5854 7804 9399  0  0 97  2  0  0
 0  0      0 15882904 1076148 6368748    0    0     0   954 2783 2519  0  0 99  0  0  0
 0  0      0 15891944 1076156 6368804    0    0     0   124 2453 1706  0  0 99  0  0  0
 0  0      0 15897676 1076156 6369488    0    0     0     0 2164 1619  0  0 99  0  0  0
 0  0      0 15908400 1076156 6369516    0    0     0     0  995 1070  0  0 100  0  0  0
 0  0      0 15921616 1076156 6369556    0    0     0     0 2026 1434  0  0 100  0  0  0
 0  0      0 15931164 1076156 6369580    0    0     0     0 1202 1019  0  0 100  0  0  0
 0  1      0 15936412 1077092 6369640    0    0     0 13162 7744 10883  0  0 96  3  0  0
 0  2      0 15937944 1078072 6369216    0    0   240 19684 11497 16406  1  0 92  7  0  0
 0  2      0 15924560 1078680 6369328    0    0    16 15173 11684 15579  1  1 92  7  0  0
 1  1      0 15926664 1079396 6369544    0    0   256 14953 10325 13712  1  0 92  7  0  0
 6  1      0 15915308 1080032 6369648    0    0     0 13307 9779 13815  1  0 92  7  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 15913612 1080356 6369736    0    0     0  7281 7525 8825  0  0 97  3  0  0
 0  0      0 15926136 1080360 6369780    0    0     0   808 1222 1353  0  0 100  0  0  0
 0  1      0 15927488 1080436 6369800    0    0     0  1249 3159 3352  0  0 99  1  0  0
 0  2      0 15925504 1080836 6369812    0    0     0  9116 9114 13097  0  0 95  5  0  0
 0  2      0 15921328 1081428 6369956    0    0     0 13109 11240 15624  1  1 92  7  0  0
 0  2      0 15924376 1081980 6370004    0    0    16 12313 11150 16424  0  0 92  7  0  0
 1  1      0 15912008 1082688 6370108    0    0     0 12963 11679 15784  1  1 92  7  0  0
 2  0      0 15915156 1083288 6370140    0    0     0 11278 10587 15298  0  0 92  7  0  0
 5  0      0 15909048 1083696 6370320    0    0     0  6626 7221 10178  0  0 97  3  0  0
 0  0      0 15917948 1083700 6370364    0    0     0   143  921  999  0  0 100  0  0  0
 0  0      0 15926220 1083708 6370388    0    0     0    98 1927 1310  0  0 100  0  0  0
 0  0      0 15933272 1083708 6370436    0    0     0     0  892  862  0  0 100  0  0  0
 0  1      0 15950396 1083768 6372516    0    0     0   925 3389 3067  0  0 99  0  0  0
 0  2      0 15951916 1084328 6370696    0    0     0 10079 9131 13430  0  0 95  5  0  0
 0  2      0 15957744 1085028 6370796    0    0    16 10106 10297 14858  0  0 92  8  0  0
 0  2      0 15952056 1085560 6370972    0    0     0 14833 14957 20066  0  1 92  7  0  0
 0  0      0 15958108 1085696 6371132    0    0     0 16331 10706 13243  1  1 96  3  0  0
 0  0      0 15961416 1085712 6371180    0    0     0  6106 3400 3494  0  0 99  0  0  0
 0  0      0 15963432 1085712 6371208    0    0     0     0 1825 1378  0  0 100  0  0  0
 0  0      0 15966928 1085716 6371248    0    0     0   236 1021  947  0  0 100  0  0  0
 0  0      0 15967656 1085716 6371272    0    0     0  1704 1808 1299  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 15944960 1085956 6371964    0    0     0 19688 26028 30051  2  2 96  0  0  0
 0  0      0 15897548 1085960 6401860    0    0     0  5504 46096 77495  1  2 97  0  0  0
 1  0      0 15831176 1085960 6438556    0    0     0 30292 38850 68995  3  2 95  0  0  0
 1  0      0 15722440 1085968 6456928    0    0     0  6496 26300 33240  5  1 94  0  0  0
 0  0      0 15717796 1086000 6463316    0    0     0   431 21235 23301  2  1 97  0  0  0
 2  0      0 15742168 1086736 6511100    0    0     0 32292 24586 23292  3  1 95  1  0  0
 2  0      0 15639488 1086736 6492496    0    0     0  5617 12924 9857  6  1 94  0  0  0
 0  1      0 15646976 1087284 6492840    0    0     0  5056 11874 13424  4  1 92  4  0  0
 1  0      0 15659384 1088392 6495096    0    0     0  9957 12851 12269  2  1 96  2  0  0
 0  0      0 15629212 1088676 6495392    0    0     0  4838 9286 8601  3  0 95  2  0  0
 0  1      0 15711040 1088928 6497396    0    0     0  4111 13598 17113  1  1 96  2  0  0
 1  0      0 15706296 1088992 6510948    0    0     0  2631 20274 25152  2  1 95  2  0  0
 1  0      0 15724208 1089192 6511104    0    0     0  4736 13910 16974  1  1 97  2  0  0
 0  0      0 15730248 1089192 6504776    0    0     0     0 6406 6534  0  0 99  0  0  0
 0  0      0 15738940 1089196 6502644    0    0     0   116 1187 1060  0  0 100  0  0  0
 0  0      0 15746596 1089196 6502672    0    0     0     0 2050 1674  0  0 100  0  0  0
 1  0      0 15835072 1089312 6441148    0    0     0 130656 11074 11109  1  1 98  1  0  0
 0  0      0 16090852 1089412 6340472    0    0     0 14836 22438 21206  1  2 97  0  0  0
 0  0      0 16093880 1089412 6340508    0    0     0     0 1037  932  0  0 100  0  0  0
 0  1      0 16094708 1089412 6340548    0    0     0    16 3130 3001  0  0 99  0  0  0
 2  0      0 16370268 1089708 6183748    0    0  1824 43284 41914 48455  3  2 94  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  2      0 15994756 1090884 6191764    0    0   416 22796 35053 45992  5  4 87  4  0  0
 1  0      0 15965068 1092048 6213996    0    0     0 34710 54437 142499  5  2 86  7  0  0
 6  0      0 16003296 1092292 6229456    0    0  5638 55914 55199 110363 10  3 86  1  0  0
 0  0      0 15955528 1092628 6245928    0    0   288 22932 31022 59123  5  2 92  2  0  0
 3  0      0 15860912 1092656 6279880    0    0  5542 11412 54675 120123 18  3 79  0  0  0
 1  0      0 15867624 1092664 6293504    0    0     0 11388 34444 66390  7  2 91  0  0  0
 1  0      0 15854680 1092680 6280820    0    0     0  1308 26086 13405  4  3 93  0  0  0
 2  0      0 15877936 1092692 6287164    0    0   148  1292 27940 16852  5  4 92  0  0  0
 2  0      0 15844656 1092712 6298040    0    0     0  1480 35511 19884  6  4 89  0  0  0
11  0      0 15610224 1092720 6294040    0    0     0  2744 46204 42903 16  6 77  0  0  0
 6  0      0 15606344 1092728 6297528    0    0     8  9460 39244 25190 24  6 71  0  0  0
12  0      0 15427296 1092728 6306536    0    0     0 13076 32533 15938 38  5 57  0  0  0
12  0      0 15420256 1092728 6311372    0    0     8 15968 29095 10291 37  6 57  0  0  0
10  0      0 15249732 1092728 6319704    0    0     0 13088 29811 14234 40  4 56  0  0  0
10  0      0 15283500 1092752 6330320    0    0     0 25744 29084 11747 40  4 56  0  0  0
13  0      0 15305432 1092752 6337952    0    0     0 15932 27474 9779 39  4 57  0  0  0
 8  0      0 15267792 1092756 6350196    0    0     4 12628 41137 32986 33  5 63  0  0  0
 5  1      0 15458840 1092868 6363972    0    0     8 119740 38722 32572 20  5 74  1  0  0
 2  0      0 15524024 1092872 6381084    0    0     0 12360 38739 35868 10  3 87  0  0  0
 0  0      0 15621748 1093012 6409088    0    0    56 53524 39621 47264  4  2 93  1  0  0
 1  0      0 15611800 1093012 6409884    0    0     0 19664 33003 40616  4  2 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 15602652 1093020 6456440    0    0     0 18964 46488 73860  7  2 91  0  0  0
 2  0      0 15606144 1093052 6440484    0    0     0 33036 12036 8038  6  1 92  0  0  0
 2  0      0 15662392 1093712 6447024    0    0     0 13032 21742 15101  6  2 91  2  0  0
 5  1      0 15548400 1093988 6456912    0    0     0 18652 27626 15113 21  3 76  1  0  0
11  0      0 15402644 1094420 6471548    0    0     0 14160 28822 15585 30  4 66  1  0  0
12  0      0 15015480 1094440 6488172    0    0     0 14492 37617 27664 42  5 53  0  0  0
10  0      0 15126388 1094448 6499792    0    0     0 19952 38557 28949 45  5 51  0  0  0
10  0      0 15133572 1094448 6507432    0    0     8 14772 31162 16521 40  4 56  0  0  0
 8  0      0 15226084 1094448 6514828    0    0     8 14816 32331 18103 24  4 71  0  0  0
 1  1      0 15392020 1094600 6463568    0    0    68 79944 33204 27084 16  3 79  2  0  0
 0  1      0 15440712 1095036 6430548    0    0    64 21526 31862 34954  4  2 89  4  0  0
 0  1      0 15443308 1095296 6430596    0    0     0  2705 12103 16644  1  1 95  4  0  0
 1  0      0 15469912 1095568 6425120    0    0     0  5607 12953 14153  1  1 95  4  0  0
 0  1      0 15473360 1095768 6425156    0    0     0  4308 11053 9402  1  1 95  3  0  0
 0  0      0 15511268 1095812 6425200    0    0     0   796 8506 5406  0  1 99  1  0  0
 0  0      0 15516796 1095816 6425876    0    0     0   521 5280 4051  1  0 99  0  0  0
 0  0      0 15570280 1095968 6427420    0    0  1560   388 2394 1966  0  0 99  0  0  0
 0  0      0 15563924 1095968 6427936    0    0   488     0 2322 1629  0  0 99  0  0  0
 0  0      0 15576660 1095968 6427976    0    0     0     0 1732 1771  0  0 99  0  0  0
 0  1      0 15639716 1095968 6428012    0    0     0     4 2712 1864  0  0 99  0  0  0
 0  1      0 15637304 1096824 6427724    0    0   284 15095 9854 13566  1  1 95  4  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  2      0 15653812 1097564 6431456    0    0  3612 18734 15935 18922  1  1 92  7  0  0
 1  2      0 15589812 1098204 6431552    0    0    16 16113 16425 20752  2  1 91  7  0  0
11  3      0 15192908 1099696 6455456    0    0  1100 17448 47459 60683 14  3 77  7  0  0
 2  1      0 14878312 1100336 6443032    0    0   140 18983 43038 51207 12  2 80  5  0  0
 1  0      0 14724924 1100740 6455044    0    0     0  9863 28678 34020  5  2 90  3  0  0
 0  0      0 14809864 1100788 6448980    0    0     0   787 19874 15046  3  1 96  0  0  0
 2  0      0 14918836 1100940 6431844    0    0     0  4355 16279 18207  1  1 96  2  0  0
 0  2      0 14954740 1101180 6431972    0    0     4 12463 19782 24742  2  1 93  4  0  0
 0  2      0 14952924 1101796 6432108    0    0    16 13065 17711 23139  2  1 91  7  0  0
 0  2      0 14956324 1102268 6428892    0    0     0 11480 14902 20419  1  1 91  7  0  0
 0  2      0 14979500 1103240 6429160    0    0    16 12891 12822 16360  1  1 92  7  0  0
 1  1      0 14982936 1103892 6429352    0    0     0 10255 13349 17923  0  1 94  5  0  0
 0  0      0 15001732 1104124 6429432    0    0     0  5404 12076 13587  0  1 97  2  0  0
 0  0      0 15012132 1104128 6429484    0    0     0   105 1163 1169  0  0 100  0  0  0
 0  0      0 15024432 1104128 6429524    0    0     0   104 6334 5159  0  0 99  0  0  0
 0  0      0 15030028 1104128 6429564    0    0     0  2592 4565 4752  0  0 99  0  0  0
 0  1      0 15109516 1104368 6429672    0    0     0  6039 9404 11135  1  1 97  2  0  0
 0  2      0 15113876 1104636 6429844    0    0     0  9401 13014 17146  1  0 94  5  0  0
 0  2      0 15137700 1105084 6430048    0    0     0 13191 15782 19837  1  1 91  7  0  0
 9  2      0 15310368 1105592 6437708    0    0  1180 18088 39714 47347 10  2 81  6  0  0
 4  0      0 15000968 1105692 6437480    0    0   312 19285 41231 49888 13  3 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 14870980 1105784 6434708    0    0   412  7451 25843 27444  6  2 92  0  0  0
 0  0      0 14825916 1105888 6439520    0    0   120  1480 36394 34229  7  2 91  0  0  0
 0  0      0 14834920 1105944 6438604    0    0     0   516 14449 13199  1  1 98  0  0  0
 8  0      0 14831480 1106024 6438400    0    0     0 13000 21420 25309  2  1 97  0  0  0
 1  0      0 14797652 1106184 6452072    0    0     0 15928 39617 54226  3  2 95  0  0  0
 2  0      0 14764492 1106184 6495620    0    0     0 10464 49245 90230  2  2 96  0  0  0
 2  0      0 14717244 1106184 6536308    0    0     0 26416 47549 98823  4  2 94  0  0  0
 2  0      0 14599060 1106212 6555580    0    0     0 26934 18986 21244  7  1 92  0  0  0
 2  0      0 14551612 1106788 6558568    0    0     0  6779 13445 7946  6  1 93  1  0  0
 1  0      0 14534476 1107100 6558620    0    0     0  3185 9478 5007  6  1 93  0  0  0
 0  2      0 14620652 1107896 6561728    0    0     0 10543 16321 16830  1  1 94  4  0  0
 2  0      0 14777388 1108136 6561868    0    0   228  4851 21433 23144  6  1 90  3  0  0
 0  2      0 14823752 1108372 6562904    0    0   328  6192 15804 16693  2  1 95  2  0  0
 0  1      0 14853168 1108596 6562188    0    0     0  4219 12892 18229  0  0 94  5  0  0
 0  0      0 14883912 1108624 6564784    0    0     0   876 8797 9606  2  0 97  1  0  0
 0  0      0 14919848 1108836 6560252    0    0     0  4850 14194 16210  2  1 96  2  0  0
 0  0      0 14948612 1108836 6560292    0    0     0   236 6807 6581  1  1 98  0  0  0
 0  0      0 15018584 1108844 6560552    0    0     0   151 12474 11007  3  1 96  0  0  0
 0  0      0 15032212 1108844 6560368    0    0     0     0 5980 5703  1  0 99  0  0  0
 1  0      0 15058456 1108852 6560404    0    0     0   168 8874 10249  1  0 99  0  0  0
 0  0      0 15400816 1109036 6398096    0    0     0 146360 41765 40413  5  2 92  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 15412752 1109048 6398152    0    0     0   232 11200 11206  1  1 98  0  0  0
 5  0      0 15616312 1109148 6237188    0    0     0 18388 25441 29605  2  2 96  0  0  0
 0  1      0 15388036 1109524 6238648    0    0     0 29553 54860 70318  8  5 86  1  0  0
 0  2      0 15356944 1110852 6249484    0    0   416 19967 32976 44521  4  2 88  6  0  0
51  0      0 15357376 1111384 6267544    0    0  5350 57716 62889 147522  6  3 86  4  0  0
12  0      0 15337588 1111428 6276440    0    0   288  1424 38933 59471 11  2 87  0  0  0
 2  0      0 15281480 1111712 6296236    0    0  3059 34560 49488 117484  9  3 87  1  0  0
 5  0      0 15273732 1111804 6308572    0    0  2771 21288 36013 74775 10  3 86  1  0  0
 2  0      0 15293612 1111816 6312308    0    0     0   840 22656 30454  7  1 92  0  0  0
 1  0      0 15298528 1111816 6318532    0    0     0   152 38557 45104  4  3 94  0  0  0
 2  0      0 15280116 1111828 6328080    0    0     0 11288 36437 58067  9  5 87  0  0  0
 3  0      0 15268984 1111844 6330476    0    0     0  1548 24289 13238  4  3 93  0  0  0
 6  0      0 15158104 1111844 6334572    0    0     0  6760 31003 14139 20  6 75  0  0  0
 6  0      0 15095172 1111844 6337908    0    0     0  8424 28479 9829 21  5 74  0  0  0
 6  0      0 15142112 1111844 6342376    0    0     0  8188 26232 8063 22  4 74  0  0  0
10  0      0 14960208 1111844 6350304    0    0     0 11472 28915 10428 31  6 64  0  0  0
10  0      0 14925548 1111860 6358156    0    0     0 16636 26046 7643 38  4 58  0  0  0
12  0      0 14880072 1111860 6371788    0    0     0 22672 35304 20563 45  5 50  0  0  0
 7  0      0 14982016 1111872 6378932    0    0     0 16468 31257 14782 35  4 60  0  0  0
 9  0      0 14880688 1112008 6389800    0    0     0 94216 37326 26062 23  4 72  1  0  0
 7  0      0 14902056 1112032 6409248    0    0     0 14084 39885 37460 21  3 75  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 14940148 1112036 6435372    0    0     0 62920 41444 46890 23  4 73  0  0  0
 2  0      0 14956180 1112060 6439544    0    0     0  5944 16742 5277 10  2 88  0  0  0
 1  0      0 14921740 1112208 6448364    0    0     0 34740 29193 26390  6  3 92  0  0  0
 0  1      0 14868536 1112400 6492036    0    0     0 18828 43888 66071  4  2 93  0  0  0
 7  0      0 14856184 1112988 6488568    0    0     0 47344 27281 22157 12  3 84  1  0  0
 6  0      0 14794232 1113000 6493136    0    0     0  8148 24821 10272 24  3 73  0  0  0
 6  0      0 14738832 1113032 6501724    0    0     0 12224 29098 14597 24  3 73  0  0  0
 6  0      0 14732448 1113688 6510228    0    0     0 21360 27821 15153 22  3 75  1  0  0
10  0      0 14721508 1113688 6520604    0    0     0 16180 30713 15580 37  4 58  0  0  0
 6  0      0 14705928 1113692 6527404    0    0     0 14116 30406 14001 29  4 67  0  0  0
 6  1      0 14815796 1113848 6497292    0    0    64 65342 35405 26725 23  4 72  1  0  0
 6  1      0 14867220 1114000 6503088    0    0     0 17062 31304 31418 22  2 72  4  0  0
 2  0      0 14914656 1114024 6506752    0    0     0 10254 24392 11898 17  3 80  0  0  0
 1  1      0 14998496 1114372 6471188    0    0     0 35664 27089 22489  4  3 92  2  0  0
 1  1      0 15004108 1114760 6471384    0    0    64  3215 14594 20198  1  1 95  3  0  0
 1  0      0 15012116 1114828 6471416    0    0     0   812 5937 6754  0  0 98  1  0  0
 1  0      0 15027924 1115080 6471488    0    0     0  4896 7809 8757  1  0 97  2  0  0
 1  0      0 15058756 1115080 6471528    0    0     0     0 5458 4889  1  1 99  0  0  0
 1  0      0 15076264 1115112 6472220    0    0     0   877 8799 9335  1  1 98  0  0  0
 1  0      0 15080780 1115112 6478384    0    0     0     0 9702 10299  1  1 98  0  0  0
 1  1      0 15097836 1115604 6476396    0    0     0  5299 15648 17300  2  1 95  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  1      0 15092748 1116212 6476592    0    0   240 15232 16097 19942  1  1 95  3  0  0
 0  1      0 15101176 1116508 6476672    0    0    16 10814 11071 13181  1  1 95  3  0  0
 0  1      0 15111928 1116872 6468020    0    0     0  9867 12400 16754  1  1 95  4  0  0
 0  1      0 15104820 1117376 6468136    0    0   240 15733 12830 16336  1  1 95  3  0  0
 0  1      0 15107384 1117724 6468320    0    0    16 10696 9488 12255  1  0 95  4  0  0
 1  1      0 15110680 1118188 6468424    0    0     0  9911 14761 16901  2  1 94  4  0  0
 1  1      0 15110544 1118636 6468448    0    0     0  8921 11718 15868  1  1 95  4  0  0
 0  1      0 15125120 1118992 6468492    0    0    16  9409 11418 14669  1  1 95  3  0  0
 0  2      0 15130260 1119376 6468544    0    0     0  9280 11105 15669  1  0 95  4  0  0
 0  1      0 15132996 1119804 6468588    0    0     0  9114 12368 16462  1  1 94  5  0  0
 2  1      0 15142288 1120160 6468676    0    0    16  8897 11276 14601  1  1 95  3  0  0
 1  1      0 15144356 1120536 6468724    0    0     0  9310 13592 17923  1  1 95  4  0  0
 2  0      0 15147412 1120640 6468824    0    0     0  4223 10186 12571  1  0 97  2  0  0
 0  0      0 15169172 1120640 6468880    0    0     0   270 7510 7768  1  0 99  0  0  0
 0  1      0 15195520 1120780 6469012    0    0     0  5742 7726 10791  0  0 97  2  0  0
 0  1      0 15200364 1121068 6469100    0    0     0  7092 12273 15737  1  0 95  4  0  0
 1  0      0 15204920 1121176 6469236    0    0     0 11057 14807 18782  2  1 96  1  0  0
 2  0      0 15204344 1121376 6469380    0    0     0  4668 8819 11276  1  0 97  2  0  0
 0  1      0 15207036 1121716 6469516    0    0     0  7850 20178 22067  1  1 95  4  0  0
 0  0      0 15203076 1121788 6469688    0    0     0 11807 13812 17718  1  1 97  1  0  0
 0  0      0 15199008 1121788 6469744    0    0     0   246 5160 5745  1  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 15168608 1121880 6469912    0    0     0 16804 19065 21666  2  1 97  0  0  0
 1  0      0 15257400 1121880 6470928    0    0     0   772 15642 14380  1  1 98  0  0  0
 2  0      0 15248000 1121880 6485980    0    0     0  2092 26528 33113  1  1 99  0  0  0
 0  0      0 15199844 1121976 6547296    0    0     0 66564 51771 44774  4  2 93  1  0  0
 0  0      0 15168828 1121980 6572864    0    0     0  5884 37183 51950  2  2 96  0  0  0
 2  0      0 15075880 1121984 6640740    0    0     0 29726 35108 60010  4  1 95  0  0  0
 3  0      0 15028596 1122012 6609572    0    0     0   473 17633 16121  5  1 94  0  0  0
 1  0      0 15035276 1122024 6616256    0    0     0  3448 15297 12192  3  1 96  0  0  0
 2  0      0 15023584 1122476 6618452    0    0     0  9495 20559 17757  3  1 95  1  0  0
 4  0      0 15079496 1122704 6591580    0    0     0  6713 13416 10189  5  1 93  1  0  0
 2  0      0 15079972 1122848 6591632    0    0     0  2543 19912 24544  4  1 92  4  0  0
 2  0      0 15080212 1122892 6591948    0    0     0  1066 10082 10345  1  0 99  0  0  0
 2  0      0 15094496 1123712 6591888    0    0     0 14024 17176 14608  2  1 93  3  0  0
 1  1      0 15140840 1123888 6595032    0    0     0  3377 9580 7419  2  1 96  0  0  0
 2  1      0 15143772 1124096 6595072    0    0     0  2344 13345 18690  1  1 95  4  0  0
 0  0      0 15156200 1124096 6597300    0    0     0   319 7318 8257  1  0 99  0  0  0
 1  0      0 15154832 1124268 6594192    0    0     0  4793 13504 15603  1  1 97  2  0  0
 1  0      0 15153524 1124272 6594232    0    0     0   136 3617 3873  0  0 99  0  0  0
 1  0      0 15156128 1124272 6594268    0    0     0     0 2556 2116  0  0 99  0  0  0
 2  0      0 15296436 1124408 6432784    0    0     0 111092 22924 24656  2  2 96  0  0  0
 1  0      0 15445344 1124452 6432148    0    0     4  6624 14282 13307  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 15453652 1124452 6432184    0    0     0     0 7060 7760  1  0 99  0  0  0
 1  0      0 15455624 1124452 6432220    0    0     0     0 5690 5832  1  0 99  0  0  0
 2  0      0 15792796 1124560 6271064    0    0     0 19216 27391 30004  2  2 96  0  0  0
 2  1      0 15311424 1124972 6285504    0    0   416 30315 54930 70926  7  5 86  1  0  0
 1  2      0 15306480 1126024 6295508    0    0     0 19227 28904 36001  3  1 89  7  0  0
 5  0      0 15250400 1126508 6304844    0    0  5350 34030 56745 108969  7  2 87  4  0  0
 3  0      0 15207572 1126772 6319884    0    0   576 46348 50219 113949 13  4 83  1  0  0
 4  0      0 15255204 1127000 6331160    0    0  5542 20920 28192 52439  5  2 92  2  0  0
 2  0      0 15244972 1127008 6348296    0    0     0 10736 41389 93525  7  3 90  0  0  0
 3  0      0 15227580 1127032 6359844    0    0     0 12508 35502 79240  5  3 93  0  0  0
 2  0      0 15273764 1127032 6362196    0    0     0   220 29362 13534  4  3 93  0  0  0
 4  0      0 15266872 1127040 6365772    0    0     0  1288 34415 21492  5  4 91  0  0  0
 3  0      0 15276848 1127044 6362752    0    0     0   956 28209 13187  5  4 91  0  0  0
 8  0      0 15136984 1127060 6368996    0    0     0  6404 31989 14566 20  5 74  0  0  0
11  0      0 15042012 1127060 6377872    0    0     0 10592 34931 18505 29  6 64  0  0  0
11  0      0 15029044 1127068 6384796    0    0     0 16652 33990 18011 39  6 55  0  0  0
14  0      0 14874060 1127068 6392168    0    0     0 17144 31226 15393 40  5 55  0  0  0
14  0      0 14876304 1127068 6399160    0    0     0 17556 30874 12133 40  4 56  0  0  0
 8  0      0 14874308 1127068 6405768    0    0     0 14172 34738 18794 39  5 57  0  0  0
11  0      0 14838220 1127080 6415572    0    0     0 17856 26845 10463 36  4 61  0  0  0
 7  0      0 15004624 1127080 6428700    0    0     0 24188 26471 8669 26  4 69  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 15104764 1127172 6439116    0    0     0 105776 31500 24743 13  4 83  0  0  0
 1  0      0 15098796 1127288 6446784    0    0     0 23056 31930 29463  6  3 91  0  0  0
 2  0      0 15087716 1127288 6493100    0    0     0 18372 48854 77991  3  3 95  0  0  0
 3  0      0 15105472 1127288 6504228    0    0     0 42048 25339 37209  2  1 96  0  0  0
 2  0      0 15026968 1127296 6514192    0    0     0  4748 19193 17807  4  1 95  0  0  0
 2  0      0 15007744 1127304 6524096    0    0     0  2512 24577 26224  4  1 95  0  0  0
 3  0      0 15080984 1127812 6519296    0    0     0 48896 28138 23165  8  2 89  1  0  0
 7  0      0 14903344 1127832 6525648    0    0     0  7332 23403 10320 22  3 76  0  0  0
 8  0      0 14857880 1127856 6531128    0    0     0  7316 29385 16749 24  2 73  0  0  0
 7  0      0 14844584 1128536 6543288    0    0     0 23840 36770 22997 24  4 71  1  0  0
11  0      0 14700052 1128536 6566464    0    0     0 17088 32437 19342 42  5 54  0  0  0
 8  0      0 14677044 1128536 6573632    0    0     0 14216 26626 8991 37  4 60  0  0  0
 7  0      0 14713540 1128600 6581972    0    0     0 10872 30642 17394 25  4 71  0  0  0
 8  1      0 14835108 1128860 6550436    0    0    64 76037 35677 31817 22  3 72  3  0  0
 2  0      0 14898520 1128968 6554864    0    0     0 11914 28781 22771 18  3 78  2  0  0
 1  2      0 14915724 1129164 6558172    0    0     0 27334 28019 23290  5  3 91  2  0  0
 2  0      0 15029684 1129448 6519608    0    0    64  6905 22415 29872  2  1 94  3  0  0
 0  0      0 15033264 1129512 6519644    0    0     0  1034 13987 14847  3  1 95  1  0  0
 0  0      0 15038912 1129728 6519672    0    0     0  4462 17458 18190  3  1 94  2  0  0
