procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 16111300 1015880 6197352    0    0     0 102376 27378 18715  6  3 90  0  0  0
 2  0      0 16069796 1016088 6212872    0    0     0 21684 32283 30060  3  3 93  0  0  0
 2  0      0 16054548 1016088 6264036    0    0     0 58192 48891 59761  5  2 93  0  0  0
 2  0      0 15981292 1016108 6269752    0    0     0 40640 18549 25843  8  1 91  0  0  0
 1  0      0 15968400 1016148 6269672    0    0     0   672 6862 2614  8  1 91  0  0  0
 0  0      0 15932704 1016168 6272516    0    0     0   664 7027 5271  3  1 97  0  0  0
 3  0      0 15953428 1017696 6285656    0    0     0 28928 23319 17097  3  3 92  2  0  0
 2  0      0 15978696 1017700 6288980    0    0     0  4400 8671 2902  8  1 91  0  0  0
 2  0      0 16023108 1017700 6291168    0    0     0  3904 10374 3374  7  2 91  0  0  0
 2  0      0 16007276 1017700 6292216    0    0     0  3940 6323 1836  8  1 91  0  0  0
 2  0      0 16011188 1017704 6296284    0    0     0  3988 13092 4489  7  2 91  0  0  0
 2  0      0 15996108 1017712 6298484    0    0     0  5952 9109 2658  8  1 91  0  0  0
 2  0      0 16019940 1017716 6301408    0    0     0  4548 11479 3802  8  1 91  0  0  0
 2  0      0 16068276 1017724 6303624    0    0     0  5028 12213 4164  7  1 91  0  0  0
 2  0      0 16048192 1017728 6305552    0    0     0  3400 10879 3181  8  1 91  0  0  0
 2  0      0 16052464 1017732 6307732    0    0     0  3880 8250 2128  8  1 91  0  0  0
 2  0      0 16027284 1017744 6309828    0    0     0  4372 11750 4027  8  1 91  0  0  0
 2  0      0 16014508 1017756 6312604    0    0     4  4792 11633 4157  8  1 91  0  0  0
 2  0      0 16019480 1017760 6315184    0    0     0  4896 11894 3947  8  1 91  0  0  0
 2  0      0 16043784 1017764 6317036    0    0     0  3368 11085 3667  7  1 91  0  0  0
 2  0      0 15989712 1017768 6319844    0    0     0  4584 9560 2604  8  1 91  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 15942760 1017772 6322788    0    0     0  6984 8511 2518  8  1 91  0  0  0
 2  0      0 15941496 1017780 6325304    0    0     0  4152 11769 3768  8  1 91  0  0  0
 2  0      0 15971364 1017784 6327716    0    0     0  6512 8610 2405  8  1 91  0  0  0
 3  0      0 15988128 1017792 6330612    0    0     0  3272 11308 3692  8  1 91  0  0  0
 3  0      0 15990412 1017800 6332716    0    0     0  4936 14033 5468  7  2 91  0  0  0
 1  2      0 16103968 1018148 6262072    0    0   128 77690 33779 33514  5  4 90  1  0  0
 0  2      0 16099124 1018704 6262144    0    0     0  4101 10033 14808  0  0 91  8  0  0
 1  0      0 16098744 1019036 6262160    0    0     0  2956 10666 16517  0  0 92  7  0  0
 0  2      0 16104572 1019124 6262220    0    0     0  1471 2911 3738  0  0 99  1  0  0
 0  0      0 16110432 1019704 6262220    0    0     0  7973 12159 14138  0  1 94  5  0  0
 0  0      0 16118264 1019720 6263124    0    0     0  4848 2130 1808  0  0 100  0  0  0
 0  0      0 16123252 1019728 6262932    0    0     0    84 3948 3791  0  0 99  0  0  0
 0  0      0 16130312 1019728 6262972    0    0     0     0 1121 1019  0  0 100  0  0  0
 0  0      0 16135056 1019728 6263008    0    0     0     0 1987 1414  0  0 99  0  0  0
 0  0      0 16138580 1019728 6263044    0    0     0     0 1010  932  0  0 100  0  0  0
 1  0      0 16143244 1019728 6262580    0    0     0     0 2180 1358  0  0 100  0  0  0
 6  2      0 16157332 1020048 6262508    0    0     0  4339 4528 5670  0  0 97  3  0  0
 0  2      0 16155524 1021624 6262608    0    0     0 23145 11002 16901  0  0 92  7  0  0
 0  2      0 16137124 1022204 6262912    0    0   480 12917 11396 15710  1  1 92  7  0  0
 0  2      0 16132088 1022936 6263040    0    0    32 12861 11317 13731  1  0 92  7  0  0
 0  2      0 16132312 1023476 6263112    0    0     0 13208 10759 13859  1  0 92  7  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 16135436 1024028 6263196    0    0     0  9364 9319 12582  0  0 93  6  0  0
 0  0      0 16140928 1024028 6263276    0    0     0     0  858  864  0  0 100  0  0  0
 0  0      0 16155876 1024032 6263308    0    0     0   117 1716 1219  0  0 100  0  0  0
 0  2      0 16158176 1024140 6263348    0    0     0  1232 2480 2980  0  0 99  1  0  0
 0  2      0 16161316 1024948 6263356    0    0     0 10743 10707 14834  0  0 92  7  0  0
 0  2      0 16158700 1025444 6263432    0    0     0  9203 10686 16799  0  0 92  7  0  0
 0  2      0 16150840 1026088 6263652    0    0     0 11341 12571 15089  1  1 92  7  0  0
 0  1      0 16150080 1026556 6263736    0    0     0 10468 11792 15158  0  0 92  7  0  0
 0  2      0 16162152 1026992 6263792    0    0     0 10569 10863 15116  0  0 92  7  0  0
 0  0      0 16159328 1027200 6263880    0    0     0  4364 5984 8475  0  0 96  3  0  0
 0  0      0 16164440 1027200 6263908    0    0     0   174 2141 1364  0  0 100  0  0  0
 0  0      0 16164764 1027200 6263964    0    0     0     0  953  928  0  0 100  0  0  0
 0  0      0 16173752 1027200 6263980    0    0     0     0 1724 1098  0  0 100  0  0  0
 0  0      0 16174808 1027200 6264024    0    0     0     0  865  913  0  0 100  0  0  0
 0  2      0 16176668 1027344 6264164    0    0     0  5070 6831 9079  0  0 95  4  0  0
 0  1      0 16172060 1027904 6264332    0    0    32 15282 10213 14444  0  0 92  8  0  0
 0  2      0 16167692 1028328 6264544    0    0     0  6833 10842 14865  0  0 92  7  0  0
 0  0      0 16162832 1028584 6264708    0    0     0 23463 12493 18211  1  1 94  5  0  0
 0  0      0 16165548 1028588 6264760    0    0     0   282 3676 3364  0  0 99  0  0  0
 0  0      0 16165904 1028588 6264800    0    0     0     0 1151 1153  0  0 100  0  0  0
 0  0      0 16164136 1028588 6264828    0    0     0     0 3744 3544  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 16160680 1028588 6264884    0    0     0   968  896  908  0  0 100  0  0  0
 0  1      0 16132000 1028860 6264508    0    0     0 13544 19118 26970  2  1 96  0  0  0
 0  0      0 16106088 1028888 6266464    0    0     0  1276 9212 6263  1  1 99  0  0  0
 0  0      0 16088300 1028888 6291988    0    0     0  7972 28294 35926  1  1 97  0  0  0
 0  0      0 16036668 1028888 6330500    0    0     0  7252 45587 90520  1  2 97  0  0  0
 2  0      0 15983424 1028888 6376676    0    0     0 46972 34398 47977  4  2 94  0  0  0
 2  0      0 15877380 1028908 6383504    0    0     0  7996 21889 28462  8  1 91  0  0  0
 2  0      0 15834820 1028968 6384272    0    0     0  1850 8367 3691  6  1 93  0  0  0
 1  0      0 15839264 1029780 6386188    0    0     0  8128 10444 7255  3  1 95  1  0  0
 1  1      0 15920976 1030976 6388932    0    0     0 13252 15879 13401  3  1 93  2  0  0
 0  1      0 15895580 1031340 6389448    0    0     0  5299 12682 15738  2  1 94  4  0  0
 0  2      0 15894448 1031608 6388864    0    0     0  3650 10348 15583  0  0 95  5  0  0
 0  0      0 15895632 1031736 6388936    0    0     0  3226 4469 5676  0  0 98  1  0  0
 0  0      0 15906668 1031948 6389032    0    0     0  4607 6715 7788  0  0 98  2  0  0
 0  0      0 15917260 1031948 6389064    0    0     0   104 1261 1494  0  0 100  0  0  0
 0  0      0 15928656 1031948 6389104    0    0     0     0 1852 1305  0  0 100  0  0  0
 0  0      0 15938472 1031948 6389148    0    0     0     0 1101 1109  0  0 100  0  0  0
 0  0      0 15950204 1031948 6389168    0    0     0     0 1755 1460  0  0 100  0  0  0
 0  0      0 15958956 1031948 6389212    0    0     0     0 1167 1303  0  0 100  0  0  0
 0  0      0 16264656 1032156 6227108    0    0     0 143004 28278 29549  2  2 96  1  0  0
 0  0      0 16589744 1032420 6063408    0    0     0 24632 27370 27618  2  2 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  2      0 16269456 1033216 6067436    0    0   416 25191 42184 52738  5  4 89  2  0  0
 3  1      0 16273360 1034324 6080088    0    0     0 20383 27494 48597  1  1 91  7  0  0
 3  1      0 16257288 1034924 6105284    0    0  5350 71366 68984 176192 11  4 82  3  0  0
 2  0      0 16223416 1035080 6116744    0    0   576 12316 21705 50029  6  1 92  1  0  0
 2  0      0 16275912 1035368 6130616    0    0  5542 22156 30152 86244  7  2 90  1  0  0
 0  0      0 16192308 1035372 6142452    0    0     0   800 31152 34022  6  2 92  0  0  0
 2  0      0 16135816 1035404 6154024    0    0     0 12128 31755 74562  5  3 92  0  0  0
 1  0      0 16122564 1035404 6155092    0    0     0   212 19596 7976  3  3 94  0  0  0
 2  0      0 16107884 1035432 6156536    0    0     0  1400 24938 13903  5  4 91  0  0  0
 4  0      0 16112892 1035432 6159412    0    0     0   576 24726 11122  6  4 90  0  0  0
 4  0      0 16118320 1035432 6162472    0    0     0  4568 26838 9637 12  5 83  0  0  0
 6  0      0 16071240 1035432 6169140    0    0     0  8684 26824 8851 18  5 78  0  0  0
 6  0      0 16039392 1035432 6173104    0    0     0  9244 25536 6314 22  4 75  0  0  0
 6  0      0 16016764 1035448 6178860    0    0     0 15032 21798 4302 23  3 75  0  0  0
 6  0      0 15952344 1035448 6182432    0    0     0 10748 20921 4210 23  3 75  0  0  0
 6  0      0 15958096 1035448 6187472    0    0     0 11120 21906 4664 23  3 74  0  0  0
 6  0      0 15919832 1035448 6192280    0    0     0  5936 19872 3983 23  2 74  0  0  0
 6  0      0 15897684 1035448 6197404    0    0     0 13936 21766 5228 23  3 74  0  0  0
 6  0      0 15818628 1035452 6207056    0    0     0 15848 18915 3823 23  2 75  0  0  0
 6  0      0 15817196 1035452 6214140    0    0     0 13548 18277 3913 23  2 75  0  0  0
 4  0      0 15987392 1035452 6228152    0    0     0 16676 23121 6299 15  4 81  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 16075660 1035580 6236440    0    0     0 104536 35362 27740  9  4 87  1  0  0
 2  0      0 16045956 1035672 6273928    0    0     0 73044 49152 74137  5  3 92  0  0  0
 1  0      0 15991484 1035684 6296224    0    0     0  8824 25420 33237  5  1 93  0  0  0
 0  0      0 15955300 1035700 6325188    0    0     0 11240 24810 37984  4  1 95  0  0  0
 2  0      0 15880620 1035996 6308580    0    0     0 36928 10679 6508  3  1 95  0  0  0
 4  0      0 15869624 1036520 6315168    0    0     0  9168 18732 7969 10  2 87  1  0  0
 4  0      0 15855896 1036560 6319608    0    0     0  8912 19095 7966 13  2 84  0  0  0
 6  0      0 15829296 1037260 6331408    0    0     0 20692 24418 11847 15  3 81  1  0  0
 6  0      0 15766504 1037260 6337280    0    0     0  9732 21102 6110 23  2 74  0  0  0
 6  0      0 15663668 1037260 6343028    0    0     0  8484 20715 6002 23  2 75  0  0  0
 6  0      0 15692732 1037260 6348536    0    0     0 11308 19220 5571 23  2 74  0  0  0
 7  0      0 15681024 1037260 6353592    0    0     0 11408 21403 6640 23  3 74  0  0  0
 4  0      0 15746404 1037272 6361440    0    0     0 16520 21542 6383 21  3 76  0  0  0
 4  0      0 15871644 1037348 6330420    0    0     0 69392 27590 15241 14  3 83  0  0  0
 3  1      0 15890452 1037660 6332232    0    0    64 12048 24022 20274 12  2 82  4  0  0
 0  0      0 15911268 1037696 6336976    0    0     0  4359 19804 15061  3  2 94  1  0  0
 0  2      0 15948692 1038224 6297908    0    0    64 24243 18698 23710  1  1 92  6  0  0
 1  0      0 15953276 1038396 6297948    0    0     0  1800 8266 12375  0  0 97  3  0  0
 0  1      0 15963152 1038564 6297992    0    0     0  3846 6221 6697  0  0 98  1  0  0
 0  0      0 15972012 1038584 6298024    0    0     0   624 2955 2675  0  0 99  0  0  0
 0  0      0 15987076 1038584 6298696    0    0     0   149 2190 1547  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 16000772 1038584 6298728    0    0     0     0 1181 1192  0  0 100  0  0  0
 0  0      0 16012808 1038584 6298764    0    0     0     0 1793 1211  0  0 100  0  0  0
 0  0      0 16027760 1038584 6298812    0    0     0     0 1169 1133  0  0 100  0  0  0
 1  0      0 16040996 1039228 6298896    0    0     0 14254 9230 12813  0  0 96  3  0  0
 3  0      0 16031296 1039772 6298444    0    0   256 10935 8920 11335  0  1 96  4  0  0
 0  2      0 16028260 1040768 6298556    0    0     0 18297 11041 15276  1  1 92  7  0  0
 0  1      0 16020604 1041540 6298616    0    0     0 13939 10736 15381  0  0 92  7  0  0
 0  1      0 16017184 1042000 6298868    0    0   256 10734 8671 11258  0  0 96  4  0  0
 0  0      0 16013584 1042436 6298920    0    0     0  9679 7713 10933  0  0 96  3  0  0
 0  1      0 16016268 1042436 6298976    0    0     0     4 1761 1328  0  0 99  0  0  0
 0  1      0 16016916 1042732 6299024    0    0     0  8001 7516 11300  0  0 96  4  0  0
 0  2      0 16026340 1043244 6299092    0    0    16  8937 9889 13042  1  1 95  3  0  0
 0  2      0 16024780 1043864 6299140    0    0     0 11127 10805 15312  0  0 92  7  0  0
 1  2      0 16026064 1044404 6299208    0    0     0 10283 10788 14980  0  0 92  8  0  0
 3  1      0 16026424 1044940 6299232    0    0     0 11191 10966 15705  1  1 93  6  0  0
 4  0      0 16025232 1045332 6299312    0    0    16  9241 9050 13273  0  0 96  4  0  0
 3  0      0 16029168 1045508 6299400    0    0     0  3132 4244 5371  0  0 98  1  0  0
 1  0      0 16040724 1045516 6299444    0    0     0   139 1655 1092  0  0 100  0  0  0
 1  0      0 16043364 1045516 6299484    0    0     0     0 1092 1198  0  0 100  0  0  0
 0  1      0 16050696 1045668 6299584    0    0     0  3713 4920 6274  0  0 98  2  0  0
 0  1      0 16053344 1046036 6299760    0    0     0  7876 8125 12425  0  0 96  4  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0 16058912 1046400 6299960    0    0     0 15047 14112 17738  0  1 93  6  0  0
 1  0      0 16064104 1046756 6300096    0    0     0 12116 11293 15721  0  0 94  5  0  0
 0  0      0 16053264 1046832 6300204    0    0     0 11261 7485 9325  1  1 98  1  0  0
 0  0      0 16057712 1046836 6300252    0    0     0   220 2768 3052  0  0 99  0  0  0
 0  0      0 16062904 1046836 6300280    0    0     0     0 2072 1669  0  0 100  0  0  0
 0  0      0 16070948 1046836 6300352    0    0     0  7032 3182 3363  0  0 100  0  0  0
 0  0      0 16062448 1046948 6300684    0    0     0 10524 15071 16123  1  1 97  0  0  0
 1  0      0 16033856 1047084 6318036    0    0     0 19416 31050 42875  2  2 96  0  0  0
 0  0      0 15998748 1047088 6348788    0    0     0  8748 37916 64966  1  2 97  0  0  0
 2  0      0 15926392 1047088 6409944    0    0     0 28508 40988 80044  2  2 96  0  0  0
 2  0      0 15875244 1047096 6443676    0    0     0 23591 36192 63614  6  2 92  0  0  0
 1  0      0 15763028 1047120 6418460    0    0     0  3989 8511 3736  7  1 92  0  0  0
 2  0      0 15720040 1047488 6419848    0    0     0  3966 8697 5528  3  1 96  0  0  0
 1  1      0 15692200 1048868 6423880    0    0     0 13717 14957 10539  4  1 94  1  0  0
 0  1      0 15694172 1049116 6424332    0    0     0  3427 8522 5103  4  1 95  0  0  0
 2  1      0 15796532 1049448 6424932    0    0     0  6010 11917 15307  1  0 94  5  0  0
 0  1      0 15816532 1049640 6424960    0    0     0  2471 9525 15172  0  0 94  5  0  0
 0  0      0 15829824 1049844 6424428    0    0     0  5232 7973 10494  0  0 98  2  0  0
 0  0      0 15842508 1050068 6424540    0    0     0  4560 6899 7775  0  0 98  2  0  0
 0  0      0 15854340 1050076 6424556    0    0     0   157  968  976  0  0 100  0  0  0
 0  0      0 15868312 1050076 6424612    0    0     0     0 1877 1562  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 15882136 1050076 6424644    0    0     0     0 1036  922  0  0 100  0  0  0
 0  0      0 15883488 1050076 6424672    0    0     0     0 1615 1236  0  0 100  0  0  0
 0  0      0 15894920 1050076 6424708    0    0     0  1148  911  947  0  0 100  0  0  0
 0  0      0 15959744 1050160 6363340    0    0     0 126232 10631 11527  1  1 98  1  0  0
 0  0      0 16405936 1050408 6100212    0    0     0 30196 39260 40727  3  3 94  1  0  0
 0  1      0 16137272 1050844 6102312    0    0   416 30195 46358 57975  5  5 89  1  0  0
 0  2      0 16127484 1052276 6111856    0    0     0 19635 19952 33174  1  1 91  7  0  0
 3  0      0 16183904 1053196 6134312    0    0  5350 56694 62005 137592  7  3 86  4  0  0
 2  0      0 16152364 1053416 6144100    0    0   288 20316 34396 78337 12  2 86  0  0  0
 3  0      0 16170864 1053580 6159632    0    0  3059 11356 25110 37934  5  1 94  1  0  0
 2  0      0 16130552 1053748 6176340    0    0  2771 21980 36392 72240 11  2 86  1  0  0
 1  0      0 16112720 1053756 6182212    0    0     0   868 21273 32919  3  1 96  0  0  0
 2  0      0 16033920 1053776 6190328    0    0     0 11280 29692 54353  7  4 89  0  0  0
 2  0      0 16023820 1053788 6191684    0    0     0  1476 20802 10605  3  3 94  0  0  0
 2  0      0 16025168 1053792 6192040    0    0     0   324 26165 13242  5  4 91  0  0  0
 4  0      0 16054204 1053792 6196976    0    0     0  4912 27273 10742 12  5 83  0  0  0
 4  0      0 16046124 1053796 6202256    0    0     0  4344 25298 8151 13  4 83  0  0  0
 6  0      0 15927020 1053800 6206372    0    0     0  9008 26400 7389 21  4 74  0  0  0
 6  0      0 15876368 1053812 6210812    0    0     0 12984 21929 5187 22  3 75  0  0  0
 6  0      0 15795800 1053816 6215656    0    0     0  9272 22204 5148 23  3 74  0  0  0
 6  0      0 15725604 1053816 6220392    0    0     0  9752 18696 3401 23  2 75  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 15795216 1053820 6225044    0    0     0  9084 21418 4643 23  3 74  0  0  0
 6  0      0 15864300 1053820 6230096    0    0     0 12460 20222 4220 23  3 75  0  0  0
 6  0      0 15813680 1053820 6240164    0    0     0 16992 20349 4931 23  3 75  0  0  0
 6  0      0 15773380 1053824 6247468    0    0     0 12636 17655 3297 23  2 75  0  0  0
 4  0      0 15915440 1053824 6255580    0    0     0 16492 22562 6175 17  3 79  0  0  0
 3  0      0 15870748 1053928 6266088    0    0     0 103380 29474 20370 14  3 83  0  0  0
 1  0      0 15879152 1053928 6303860    0    0     0 16060 39920 45525  7  3 90  0  0  0
 1  0      0 15928028 1054060 6310600    0    0     0 64920 37869 48063  3  2 94  1  0  0
 1  0      0 15951100 1054064 6341192    0    0     0 11632 28014 42072  5  1 93  0  0  0
 1  0      0 15922132 1054084 6341188    0    0     0 39348 18534 23286  5  1 94  0  0  0
 3  0      0 15899324 1055076 6347492    0    0     0 13852 14753 9278  5  1 92  1  0  0
 3  0      0 15786760 1055124 6352004    0    0     0  5092 17845 6352 13  2 85  0  0  0
 4  0      0 15779064 1056048 6362368    0    0     0 20192 23717 11735 13  3 84  1  0  0
 6  0      0 15678860 1056048 6369704    0    0     0  9048 21448 7464 22  3 75  0  0  0
 6  0      0 15612660 1056048 6375392    0    0     0  8532 21496 6201 23  3 74  0  0  0
 8  0      0 15665136 1056048 6381596    0    0     0 13416 21492 6095 23  2 74  0  0  0
 6  0      0 15686868 1056048 6386924    0    0     0 11360 22090 6904 23  3 75  0  0  0
 7  0      0 15550916 1056056 6391896    0    0     0 11712 19429 4701 23  2 74  0  0  0
 4  0      0 15654296 1056056 6398420    0    0     0 13036 22376 7263 18  3 79  0  0  0
 3  1      0 15842616 1056228 6366804    0    0    64 71405 29672 21746 14  3 82  2  0  0
 2  1      0 15925840 1056440 6370820    0    0     0  9890 21507 16671  6  2 88  4  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 15930944 1056684 6333212    0    0    64 19333 20603 23503  2  1 94  3  0  0
 0  2      0 15935124 1057072 6333252    0    0     0  6006 10428 15098  0  0 93  7  0  0
 0  0      0 15940008 1057144 6333296    0    0     0  1209 6532 8033  1  0 98  1  0  0
 0  1      0 15942768 1057272 6333328    0    0     0  2978 5102 5473  0  0 97  3  0  0
 0  0      0 15951872 1057360 6333368    0    0     0  1671 4994 3864  0  0 98  1  0  0
 0  0      0 15962476 1057368 6334052    0    0     0   136 1372 1266  0  0 100  0  0  0
 0  0      0 15974288 1057368 6334096    0    0     0     0 2021 1454  0  0 99  0  0  0
 0  0      0 15986896 1057368 6334140    0    0     0     0 1149  970  0  0 100  0  0  0
 0  0      0 15990664 1057368 6334152    0    0     0     0 2021 1428  0  0 100  0  0  0
 0  1      0 15997264 1058196 6334252    0    0     0 14225 8731 12470  0  0 96  3  0  0
 0  1      0 16001860 1058708 6333800    0    0   256 10200 9601 11196  1  1 95  3  0  0
 0  2      0 16002956 1059528 6333864    0    0     0 13092 10266 13938  0  0 93  6  0  0
 0  1      0 15999184 1060708 6333968    0    0     0 18576 12097 15792  1  0 92  7  0  0
 0  1      0 15993016 1061176 6334184    0    0   256 11207 8333 11222  0  0 96  4  0  0
 0  1      0 15995600 1061600 6334248    0    0     0 11026 9574 11795  1  0 96  4  0  0
 0  1      0 16001352 1061656 6334784    0    0     0  1343 3203 3682  1  0 98  1  0  0
 0  1      0 16004624 1062056 6334812    0    0     0  8696 9735 12743  0  0 95  4  0  0
 0  1      0 16007176 1062488 6334940    0    0    16  9111 9350 13108  1  1 96  3  0  0
 0  2      0 16006664 1063008 6335000    0    0     0 11472 11236 15055  0  0 92  7  0  0
 0  2      0 16005364 1063444 6335036    0    0     0 10882 9804 14991  0  0 92  7  0  0
 0  1      0 16003044 1063904 6335124    0    0    16  9792 10608 13774  1  1 95  4  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0 16005508 1064308 6335196    0    0     0  9286 8556 12439  0  0 96  4  0  0
 0  0      0 16000320 1064396 6335312    0    0     0  2506 4340 5361  0  0 98  1  0  0
 0  0      0 16002512 1064400 6335348    0    0     0   159  991 1088  0  0 100  0  0  0
 0  0      0 16000868 1064400 6335376    0    0     0     0 1666 1184  0  0 100  0  0  0
 0  1      0 16000124 1064688 6335552    0    0     0  7827 7696 10889  0  0 96  3  0  0
 1  0      0 16007424 1065120 6335684    0    0     0  7905 9281 13070  0  0 95  4  0  0
 0  1      0 16008664 1065456 6335836    0    0     0 14528 8912 13403  0  1 97  2  0  0
 0  1      0 16008572 1065876 6335972    0    0     0  7332 9275 12598  0  0 96  4  0  0
 0  0      0 16007724 1065960 6336048    0    0     0 10473 5506 7865  0  1 98  1  0  0
 0  0      0 16011664 1065968 6336120    0    0     0   226 4065 3706  0  0 99  0  0  0
 0  0      0 16012520 1065972 6336164    0    0     0  8116 1267 1148  0  0 100  0  0  0
 0  0      0 15990940 1066132 6337616    0    0     0 29848 23493 26016  1  1 97  0  0  0
 0  0      0 15954576 1066132 6368848    0    0     0  6288 42015 84192  1  2 97  0  0  0
 1  0      0 15884768 1066284 6395848    0    0     0 79068 31864 38760  5  2 92  1  0  0
 1  0      0 15790816 1066300 6431600    0    0     0  8452 47179 82464  5  2 92  0  0  0
 1  1      0 15734728 1066808 6456688    0    0     0 33091 26072 35269  5  2 93  1  0  0
 1  0      0 15690952 1067136 6456776    0    0     0  3456 9318 4023  7  1 91  0  0  0
 1  1      0 15720964 1067636 6458408    0    0     0  7943 12497 9914  2  1 95  1  0  0
 1  1      0 15721284 1068292 6459560    0    0     0  7661 13488 15787  2  1 91  5  0  0
 0  1      0 15819440 1068488 6460124    0    0     0  3951 8616 9355  2  1 96  2  0  0
 0  1      0 15822500 1068856 6460228    0    0     0  6629 11187 16445  0  0 92  7  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 15829180 1068884 6460256    0    0     0   591 3552 4163  0  0 99  0  0  0
 0  0      0 15831192 1069120 6459728    0    0     0  4612 6499 7696  0  0 98  2  0  0
 0  0      0 15832068 1069128 6459756    0    0     0   135 1744 1186  0  0 100  0  0  0
 0  0      0 15837504 1069128 6459792    0    0     0     0 1062 1086  0  0 100  0  0  0
 0  0      0 15841724 1069128 6459820    0    0     0     0 1916 1293  0  0 100  0  0  0
 0  0      0 15846196 1069128 6459848    0    0     0     0 1195 1409  0  0 100  0  0  0
 0  1      0 15851620 1069128 6459900    0    0     0    16 3169 2959  0  0 99  0  0  0
 1  0      0 16155760 1069308 6298112    0    0     0 106060 29939 29273  2  2 95  2  0  0
 1  0      0 16364732 1069488 6135108    0    0     0 18868 20002 20536  1  1 97  0  0  0
 0  2      0 16089868 1070012 6137956    0    0   416 30151 44940 56435  5  4 89  2  0  0
 0  2      0 16070528 1071040 6145928    0    0     0 19827 20813 33189  1  1 91  7  0  0
 3  0      0 16063208 1071660 6161840    0    0  5350 51858 50864 108605  7  3 87  4  0  0
 3  0      0 16058264 1071728 6173692    0    0   576  1676 21554 51205  6  1 93  0  0  0
 4  0      0 15967720 1072048 6195892    0    0  5542 33024 45365 113436  9  2 88  2  0  0
 1  0      0 15926124 1072156 6207364    0    0     0 25068 37641 79147  8  3 89  0  0  0
 0  0      0 15920352 1072156 6208448    0    0     0    80 11023 8206  1  1 98  0  0  0
 1  0      0 15968228 1072184 6212980    0    0     0  1328 24604 24180  2  2 96  0  0  0
 2  0      0 16000616 1072260 6224924    0    0     0 11216 36172 75824  5  3 92  0  0  0
 1  0      0 16013060 1072260 6225592    0    0     0   312 24861 11434  5  4 92  0  0  0
 4  0      0 16035844 1072320 6231412    0    0     0  4500 25206 13497  8  4 88  0  0  0
 4  0      0 15949036 1072320 6234488    0    0     0  4756 28174 11548 13  4 83  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 15970296 1072320 6237612    0    0     0  7200 25314 7075 14  3 83  0  0  0
 6  0      0 15985720 1072800 6243900    0    0     0  6132 25495 8126 15  4 81  0  0  0
 6  0      0 15943348 1072808 6247048    0    0     0  9004 26728 7625 21  4 75  0  0  0
 6  0      0 15879136 1072808 6251760    0    0     0 14632 19129 3929 23  2 74  0  0  0
 6  0      0 15815428 1072812 6256812    0    0     0  9624 21845 4788 22  3 74  0  0  0
 6  0      0 15856568 1072812 6265160    0    0     0 12528 18093 3180 24  2 75  0  0  0
 6  0      0 15868864 1072812 6271884    0    0     0 16148 22491 5143 22  3 75  0  0  0
 6  0      0 15827964 1072816 6276432    0    0     0 11016 22177 4733 23  3 74  0  0  0
 4  0      0 15843444 1072820 6282612    0    0     0 10424 20041 5075 18  3 79  0  0  0
